"Step","Subsection","Problem ID","Problem","Completed","Revision","Difficulty","Problem URL","TUF Plus Solve URL","TUF Plus Editorial URL","Article URL","YouTube URL","Practice URL","Other Resources"
"Binary Search [1D, 2D Arrays, Search Space]","BS on Answers","77","Median of 2 sorted arrays","No","No","Hard","","https://takeuforward.org/plus/dsa/problems/median-of-2-sorted-arrays?source=strivers-a2z-dsa-track","","","https://www.youtube.com/watch?v=NTop3VTjmxk&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=65","https://leetcode.com/problems/median-of-two-sorted-arrays/",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on Answers","2767","Kth element of 2 sorted arrays","No","No","Medium","https://takeuforward.org/data-structure/k-th-element-of-two-sorted-arrays/","https://takeuforward.org/plus/dsa/problems/kth-element-of-2-sorted-arrays?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/kth-element-of-2-sorted-arrays?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/k-th-element-of-two-sorted-arrays/","https://youtu.be/D1oDwWCq50g","",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on 2D Arrays","66","Find row with maximum 1's","No","No","Easy","https://takeuforward.org/arrays/find-the-row-with-maximum-number-of-1s/","https://takeuforward.org/plus/dsa/problems/find-row-with-maximum-1's?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/find-row-with-maximum-1's?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/arrays/find-the-row-with-maximum-number-of-1s/","https://youtu.be/SCz-1TtYxDI","",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on 2D Arrays","69","Search in a 2D matrix","No","No","Hard","https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/","https://takeuforward.org/plus/dsa/problems/search-in-a-2d-matrix?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/search-in-a-sorted-2d-matrix/","https://youtu.be/ZYpYur0znng","https://leetcode.com/problems/search-a-2d-matrix/",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on 2D Arrays","68","Search in 2D matrix - II","No","No","Hard","https://takeuforward.org/arrays/search-in-a-row-and-column-wise-sorted-matrix/","https://takeuforward.org/plus/dsa/problems/search-in-2d-matrix-ii?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/search-in-2d-matrix-ii?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/arrays/search-in-a-row-and-column-wise-sorted-matrix/","https://youtu.be/9ZbB397jU4k","https://leetcode.com/problems/search-a-2d-matrix-ii/",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on 2D Arrays","65","Find Peak Element - II","No","No","Medium","https://takeuforward.org/data-structure/find-peak-element-2d-matrix","https://takeuforward.org/plus/dsa/problems/find-peak-element-ii?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/find-peak-element-ii?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/find-peak-element-2d-matrix","https://youtu.be/nGGp5XBzC4g?si=WCop5C6Azj5gAELH","https://leetcode.com/problems/find-a-peak-element-ii/",""
"Binary Search [1D, 2D Arrays, Search Space]","BS on 2D Arrays","67","Matrix Median","No","No","Hard","https://takeuforward.org/data-structure/median-of-row-wise-sorted-matrix/","https://takeuforward.org/plus/dsa/problems/matrix-median?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/matrix-median?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/median-of-row-wise-sorted-matrix/","https://youtu.be/Q9wXgdxJq48?si=ScI_0uzJh7yg8nrX","",""
"Strings [Basic and Medium]","Basic and Easy String Problems","892","Remove Outermost Parentheses","No","No","Medium","https://takeuforward.org/data-structure/remove-outermost-parentheses","https://takeuforward.org/plus/dsa/problems/remove-outermost-parentheses?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/remove-outermost-parentheses","","https://leetcode.com/problems/remove-outermost-parentheses/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","2863","Reverse words in a given string / Palindrome Check","No","No","Medium","https://takeuforward.org/data-structure/reverse-words-in-a-string/","https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/reverse-words-in-a-string/","","https://leetcode.com/problems/reverse-words-in-a-string/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","394","Largest Odd Number in a String","No","No","Easy","https://takeuforward.org/data-structure/largest-odd-number-in-a-string","https://takeuforward.org/plus/dsa/problems/largest-odd-number-in-a-string?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/largest-odd-number-in-a-string?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/largest-odd-number-in-a-string","","https://leetcode.com/problems/largest-odd-number-in-string/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","395","Longest Common Prefix","No","No","Easy","https://takeuforward.org/data-structure/longest-common-prefix","https://takeuforward.org/plus/dsa/problems/longest-common-prefix?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/longest-happy-prefix?tab=editorialhttps://takeuforward.org/plus/dsa/problems/longest-common-prefix?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/longest-common-prefix","","https://leetcode.com/problems/longest-common-prefix/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","393","Isomorphic String","No","No","Easy","https://takeuforward.org/data-structure/isomorphic-string","https://takeuforward.org/plus/dsa/problems/isomorphic-string?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/isomorphic-string?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/isomorphic-string","","https://leetcode.com/problems/isomorphic-strings/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","398","Rotate String","No","No","Easy","https://takeuforward.org/data-structure/check-if-one-string-is-rotation-of-another","https://takeuforward.org/plus/dsa/problems/rotate-string?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/rotate-string?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/check-if-one-string-is-rotation-of-another","","https://leetcode.com/problems/rotate-string/",""
"Strings [Basic and Medium]","Basic and Easy String Problems","2809","Check if two strings are anagram of each other","No","No","Easy","https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/","https://takeuforward.org/plus/dsa/problems/valid-anagram?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/valid-anagram?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/check-if-two-strings-are-anagrams-of-each-other/","","https://leetcode.com/problems/valid-anagram/#:~:text=Given%20two%20strings%20s%20and,the%20original%20letters%20exactly%20once.&text=Constraints%3A,.length%20%3C%3D%205%20*%2010",""
"Strings [Basic and Medium]","Medium String Problems","399","Sort Characters by Frequency","No","No","Easy","https://takeuforward.org/data-structure/sort-characters-by-frequency","https://takeuforward.org/plus/dsa/problems/sort-characters-by-frequency?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sort-characters-by-frequency?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/sort-characters-by-frequency","","https://leetcode.com/problems/sort-characters-by-frequency/",""
"Strings [Basic and Medium]","Medium String Problems","674","Maximum Nesting Depth of the Parentheses","No","No","Medium","https://takeuforward.org/data-structure/maximum-nesting-depth-of-parenthesis","https://takeuforward.org/plus/dsa/problems/maximum-nesting-depth-of-the-parentheses?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/maximum-nesting-depth-of-parenthesis","","https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/",""
"Strings [Basic and Medium]","Medium String Problems","903","Roman to Integer","No","No","Medium","https://takeuforward.org/data-structure/roman-numerals-to-integer","https://takeuforward.org/plus/dsa/problems/roman-to-integer?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/roman-numerals-to-integer","","https://leetcode.com/problems/roman-to-integer/",""
"Strings [Basic and Medium]","Medium String Problems","974","String to Integer (atoi)","No","No","Medium","https://takeuforward.org/data-structure/recursive-implementation-of-atoi","https://takeuforward.org/plus/dsa/problems/string-to-integer-atoi?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/string-to-integer-atoi?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/recursive-implementation-of-atoi","","https://leetcode.com/problems/string-to-integer-atoi/",""
"Strings [Basic and Medium]","Medium String Problems","2394","Count Number of Substrings","No","No","Easy","https://takeuforward.org/data-structure/count-number-of-substrings","","","https://takeuforward.org/data-structure/count-number-of-substrings","","",""
"Strings [Basic and Medium]","Medium String Problems","638","Longest Palindromic Substring","No","No","Medium","","https://takeuforward.org/plus/dsa/problems/longest-palindromic-substring?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/longest-palindromic-substring?tab=editorial&source=strivers-a2z-dsa-track","","","https://leetcode.com/problems/longest-palindromic-substring/",""
"Strings [Basic and Medium]","Medium String Problems","993","Sum of Beauty of All Substrings","No","No","Medium","https://takeuforward.org/data-structure/sum-of-beauty-of-all-substring","https://takeuforward.org/plus/dsa/problems/sum-of-beauty-of-all-substrings?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/sum-of-beauty-of-all-substring","","https://leetcode.com/problems/sum-of-beauty-of-all-substrings/",""
"Strings [Basic and Medium]","Medium String Problems","984","Reverse every word in a string","No","No","Medium","https://takeuforward.org/data-structure/reverse-words-in-a-string/","https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/reverse-every-word-in-a-string?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/reverse-words-in-a-string/","","https://leetcode.com/problems/reverse-words-in-a-string/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","1237","Introduction to Singly LinkedList","Yes","No","Easy","https://takeuforward.org/linked-list/linked-list-introduction","https://takeuforward.org/plus/dsa/problems/introduction-to-singly-linkedlist?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/introduction-to-singly-linkedlist?source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/linked-list-introduction","https://youtu.be/Nq7ok-OyEpg?si=9PR1o8OPRWil7fRA","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","356","Insertion at the head of Linked List","Yes","No","Easy","https://takeuforward.org/linked-list/insert-at-the-head-of-a-linked-list","https://takeuforward.org/plus/dsa/problems/insertion-at-the-head-of-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/insertion-at-the-head-of-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/insert-at-the-head-of-a-linked-list","https://youtu.be/VaECK03Dz-g?si=vHSwdf9jhE05adKM&t=1934","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","352","Deletion of the head of LL","Yes","No","Easy","https://takeuforward.org/data-structure/delete-last-node-of-linked-list/","https://takeuforward.org/plus/dsa/problems/deletion-of-the-head-of-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/deletion-of-the-head-of-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/delete-last-node-of-linked-list/","https://youtu.be/VaECK03Dz-g?si=CRaBHbOo2bHFbOT5","https://leetcode.com/problems/delete-node-in-a-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","470","Find the length of the Linked List","Yes","No","Easy","https://takeuforward.org/linked-list/find-the-length-of-a-linked-list","https://takeuforward.org/plus/dsa/problems/find-the-length-of-the-linked-list?source=strivers-a2z-dsa-track","","https://takeuforward.org/linked-list/find-the-length-of-a-linked-list","https://youtu.be/Nq7ok-OyEpg?si=xqQbukLfo2oZ6C6s&t=2240","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn 1D LinkedList","905","Search in Linked List","Yes","No","Medium","https://takeuforward.org/linked-list/search-an-element-in-a-linked-list","https://takeuforward.org/plus/dsa/problems/search-in-linked-list?source=strivers-a2z-dsa-track","","https://takeuforward.org/linked-list/search-an-element-in-a-linked-list","https://youtu.be/Nq7ok-OyEpg?si=WNXcIaXZ_B6cNq0s&t=2524","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","1234","Introduction to Doubly LL","Yes","No","Easy","https://takeuforward.org/linked-list/introduction-to-doubly-linked-list","https://takeuforward.org/plus/dsa/problems/introduction-to-doubly-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/introduction-to-doubly-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/introduction-to-doubly-linked-list","https://youtu.be/0eKMU10uEDI?si=uDnoj_C5ghEpNLvP","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","361","Insert node before head in Doubly Linked List","Yes","No","Easy","https://takeuforward.org/data-structure/insert-at-end-of-doubly-linked-list/","https://takeuforward.org/plus/dsa/problems/insert-node-before-head-in-dll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/insert-node-before-head-in-dll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/insert-at-end-of-doubly-linked-list/","https://youtu.be/0eKMU10uEDI?si=J5a0pQTosimcO_aA&t=2684","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","348","Delete head of Doubly Linked List","Yes","No","Easy","https://takeuforward.org/data-structure/delete-last-node-of-a-doubly-linked-list/","https://takeuforward.org/plus/dsa/problems/delete-head-of-dll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/delete-head-of-dll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/delete-last-node-of-a-doubly-linked-list/","https://youtu.be/0eKMU10uEDI?si=sE7jqrW46lfRHVLd&t=853","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Learn Doubly LinkedList","900","Reverse a Doubly Linked List","Yes","No","Medium","https://takeuforward.org/data-structure/reverse-a-doubly-linked-list/","https://takeuforward.org/plus/dsa/problems/reverse-a-doubly-linked-list?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/reverse-a-doubly-linked-list/","https://youtu.be/u3WUW2qe6ww?si=96Wwlju72IvmzkxE","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2810","Middle of a LinkedList [TortoiseHare Method]","Yes","No","easy","https://takeuforward.org/data-structure/find-middle-element-in-a-linked-list/","https://takeuforward.org/plus/dsa/problems/find-middle-of-linked-list?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/find-middle-of-linked-list?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/find-middle-element-in-a-linked-list/","https://youtu.be/7LjQ57RqgEc?si=ir_rRDio38rhamU_","https://leetcode.com/problems/middle-of-the-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2850","Reverse a LinkedList [Iterative]","Yes","No","Medium","https://takeuforward.org/data-structure/reverse-a-linked-list/","https://takeuforward.org/plus/dsa/problems/reverse-a-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/reverse-a-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/reverse-a-linked-list/","https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh","https://leetcode.com/problems/reverse-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","627","Reverse a LL","Yes","No","Medium","https://takeuforward.org/data-structure/reverse-a-linked-list/","https://takeuforward.org/plus/dsa/problems/reverse-a-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/reverse-a-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/reverse-a-linked-list/","https://youtu.be/D2vI2DNJGd8?si=RCaLSx01qR21IBdh","https://leetcode.com/problems/reverse-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2845","Detect a loop in LL","Yes","No","Medium","https://takeuforward.org/data-structure/detect-a-cycle-in-a-linked-list/","https://takeuforward.org/plus/dsa/problems/detect-a-loop-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/detect-a-loop-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/detect-a-cycle-in-a-linked-list/","https://youtu.be/wiOo4DC5GGA?si=zagt6O6tFXc4_3cx","https://leetcode.com/problems/linked-list-cycle/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2847","Find the starting point in LL","Yes","No","Medium","https://takeuforward.org/data-structure/starting-point-of-loop-in-a-linked-list/","https://takeuforward.org/plus/dsa/problems/find-the-starting-point-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/find-the-starting-point-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/starting-point-of-loop-in-a-linked-list/","https://youtu.be/2Kd0KKmmHFc?si=7UreDPRjRvapeVB0","https://leetcode.com/problems/linked-list-cycle-ii/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","623","Length of loop in LL","Yes","No","Medium","https://takeuforward.org/linked-list/length-of-loop-in-linked-list","https://takeuforward.org/plus/dsa/problems/length-of-loop-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/length-of-loop-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/length-of-loop-in-linked-list","https://youtu.be/I4g1qbkTPus?si=ONktpqewvx57T8pF","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2844","Check if LL is palindrome or not","Yes","No","Medium","https://takeuforward.org/data-structure/check-if-given-linked-list-is-plaindrome/","https://takeuforward.org/plus/dsa/problems/check-if-ll-is-palindrome-or-not?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/check-if-ll-is-palindrome-or-not?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/check-if-given-linked-list-is-plaindrome/","https://youtu.be/lRY_G-u_8jk?si=BpM8hRYvXSYyjl-G","https://leetcode.com/problems/palindrome-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","628","Segregate odd and even nodes in Linked List","Yes","No","Medium","https://takeuforward.org/data-structure/segregate-even-and-odd-nodes-in-linkedlist","https://takeuforward.org/plus/dsa/problems/segregate-odd-and-even-nodes-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/segregate-odd-and-even-nodes-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/segregate-even-and-odd-nodes-in-linkedlist","https://youtu.be/qf6qp7GzD5Q?si=JozAyXUdT8EJMSCQ","https://leetcode.com/problems/odd-even-linked-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2849","Remove Nth node from the back of the LL","No","No","Medium","https://takeuforward.org/data-structure/remove-n-th-node-from-the-end-of-a-linked-list/","https://takeuforward.org/plus/dsa/problems/remove-nth-node-from-the-back-of-the-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/remove-nth-node-from-the-back-of-the-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/remove-n-th-node-from-the-end-of-a-linked-list/","https://youtu.be/3kMKYQ2wNIU?si=DtFDnPU7z9HMz_GM","https://leetcode.com/problems/remove-nth-node-from-end-of-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","619","Delete the middle node in LL","Yes","No","Medium","https://takeuforward.org/linked-list/delete-the-middle-node-of-the-linked-list","https://takeuforward.org/plus/dsa/problems/delete-the-middle-node-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/delete-the-middle-node-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/delete-the-middle-node-of-the-linked-list","https://youtu.be/ePpV-_pfOeI?si=Au9GsZkVO57j6SiN","https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/#:~:text=You%20are%20given%20the%20head,than%20or%20equal%20to%20x%20.",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","616","Sort LL","No","No","Hard","https://takeuforward.org/linked-list/sort-a-linked-list","https://takeuforward.org/plus/dsa/problems/sort-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sort-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/linked-list/sort-a-linked-list","https://youtu.be/8ocB7a_c-Cc?si=Gv-Y8q8-WyARoV35","https://leetcode.com/problems/sort-list/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","629","Sort a Linked List of 0's 1's and 2's","No","No","Medium","https://takeuforward.org/data-structure/sort-a-linked-list-of-0s-1s-and-2s-by-changing-links","https://takeuforward.org/plus/dsa/problems/sort-a-ll-of-0's-1's-and-2's?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/sort-a-ll-of-0's-1's-and-2's?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/sort-a-linked-list-of-0s-1s-and-2s-by-changing-links","https://youtu.be/gRII7LhdJWc?si=l3qRC7w3NhY7OAqw","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","2846","Find the intersection point of Y LL","No","No","Medium","https://takeuforward.org/data-structure/find-intersection-of-two-linked-lists/","https://takeuforward.org/plus/dsa/problems/find-the-intersection-point-of-y-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/find-the-intersection-point-of-y-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/find-intersection-of-two-linked-lists/","https://youtu.be/0DYoPz2Tpt4?si=L-uJs5yXUxj4VJM2","https://leetcode.com/problems/intersection-of-two-linked-lists/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","617","Add one to a number represented by LL","No","No","Medium","https://takeuforward.org/data-structure/add-1-to-a-number-represented-by-ll","https://takeuforward.org/plus/dsa/problems/add-one-to-a-number-represented-by-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/add-one-to-a-number-represented-by-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/add-1-to-a-number-represented-by-ll","https://youtu.be/aXQWhbvT3w0?si=uRgU9S4r5cVmnUy7","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of LL","625","Add two numbers in Linked List","Yes","No","Medium","https://takeuforward.org/data-structure/add-two-numbers-represented-as-linked-lists/","https://takeuforward.org/plus/dsa/problems/add-two-numbers-in-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/add-two-numbers-in-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/add-two-numbers-represented-as-linked-lists/","https://www.youtube.com/watch?v=LBVsXSMOIk4&list=PLgUwDviBIf0p4ozDR_kJJkONnb1wdx2Ma&index=32","https://leetcode.com/problems/add-two-numbers/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","609","Delete all occurrences of a key in DLL","No","No","Hard","https://takeuforward.org/data-structure/delete-all-occurrences-of-a-key-in-dll","https://takeuforward.org/plus/dsa/problems/delete-all-occurrences-of-a-key-in-dll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/delete-all-occurrences-of-a-key-in-dll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/delete-all-occurrences-of-a-key-in-dll","https://youtu.be/Mh0NH_SD92k?si=tCYshBRi1upMqSVz","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","452","Find Pairs with Given Sum in Doubly Linked List","No","No","Medium","https://takeuforward.org/data-structure/find-pairs-with-given-sum-in-doubly-linked-list","https://takeuforward.org/plus/dsa/problems/find-pairs-with-given-sum-in-doubly-linked-list?source=strivers-a2z-dsa-track","","https://takeuforward.org/data-structure/find-pairs-with-given-sum-in-doubly-linked-list","https://youtu.be/YitR4dQsddE?si=iZAC259hdngV_OxC","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Medium Problems of DLL","610","Remove duplicates from sorted DLL","No","No","hard","https://takeuforward.org/data-structure/remove-duplicates-from-sorted-dll","https://takeuforward.org/plus/dsa/problems/remove-duplicated-from-sorted-dll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/remove-duplicated-from-sorted-dll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/remove-duplicates-from-sorted-dll","https://youtu.be/YJKVTnOJXSY?si=AsZoNUoewetsBjr0","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","2842","Reverse LL in group of given size K","No","No","Hard","https://takeuforward.org/data-structure/reverse-linked-list-in-groups-of-size-k/","https://takeuforward.org/plus/dsa/problems/reverse-ll-in-group-of-given-size-k?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/reverse-ll-in-group-of-given-size-k?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/reverse-linked-list-in-groups-of-size-k/","https://youtu.be/lIar1skcQYI?si=_jFghHKX4eaK36a1","https://leetcode.com/problems/reverse-nodes-in-k-group/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","2843","Rotate a LL","No","No","Hard","https://takeuforward.org/data-structure/rotate-a-linked-list/","https://takeuforward.org/plus/dsa/problems/rotate-a-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/rotate-a-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/rotate-a-linked-list/","https://youtu.be/uT7YI7XbTY8?si=ZaChW3a68c_v54Is","https://leetcode.com/problems/rotate-list/description/",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","2841","Flattening of LL","No","No","Hard","https://takeuforward.org/data-structure/flattening-a-linked-list/","https://takeuforward.org/plus/dsa/problems/flattening-of-ll?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/flattening-of-ll?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/flattening-a-linked-list/","https://youtu.be/ykelywHJWLg?si=InMg9MmTHzY22NSR","",""
"Learn LinkedList [Single LL, Double LL, Medium, Hard Problems]","Hard Problems of LL","611","Clone a LL with random and next pointer","No","No","Hard","https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/","https://takeuforward.org/plus/dsa/problems/clone-a-ll-with-random-and-next-pointer?source=strivers-a2z-dsa-track","https://takeuforward.org/plus/dsa/problems/clone-a-ll-with-random-and-next-pointer?tab=editorial&source=strivers-a2z-dsa-track","https://takeuforward.org/data-structure/clone-linked-list-with-random-and-next-pointer/","https://youtu.be/q570bKdrnlw?si=epZtpWvtNwuTf23o","https://leetcode.com/problems/copy-list-with-random-pointer/",""
